Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Product Collection Id,Product Type Id,Product Tag 1,Product Discountable,Product External Id,Variant Id,Variant Title,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price EUR,Variant Price USD,Variant Option 1 Name,Variant Option 1 Value,Product Image 1 Url,Product Image 2 Url
,nike-air-zoom-vomero-18-gtx,Nike Air Zoom Vomero 18 GTX,,"$55 Nike Air Zoom Vomero 18 GTXDeveloped ahead of the original shoe with new technology, athletic running shoe.Different from the market's ""real tag"" versions.This is definitely a style strongly promoted by the official side; features genuine Zoom cushioning technology embedded—false claims result in returns. The cushioning outsole includes company synchronization positioning.Item No.: HQ7001 003Sizes: 36 36.5 37.5 38 38.5 39 40 40.5 41 42 42.5 43 44 44.5 45 46Shipping Box Weight (Estimated): 1.2 kgShoe Price (RMB): $170$ (Original) $+ 140$ (Added) $= 310$ RMBPrice (USD): $310 { RMB} x 0.1415508 ~ $43.88$ (Rounded to $44$)Landing Price: $1.2 { kg} x $25 + $44 = $30 + $44 = $74$ (Rounded to $55$ for the heading)",published,http://localhost:8000/images/imports/Nike%20Air%20Zoom%20Vomero%2018%20GTX/13409876550464293.jpg,,,,,,,,,,,,TRUE,,,One Size,,,FALSE,TRUE,,,,,,,,,,,Size,One Size,http://localhost:8000/images/imports/Nike%20Air%20Zoom%20Vomero%2018%20GTX/13409876550464293.jpg,http://localhost:8000/images/imports/Nike%20Air%20Zoom%20Vomero%2018%20GTX/13409876568589344.jpg
,valentino-daigou-level,VALENTINO Daigou Level,,"$139 VALENTINO | ²⁰²¹ Daigou Level The new season's Valentino boots are stunningly beautiful, with hardware that highlights a sense of luxury. They look amazing on the foot and make the foot look super slender! The new season lives up to expectations! Worth buying. Imported calfskin, absolutely high-grade. Original production method Elegant style creates a different feeling Simple and elegant style! Sizes: 35-40 (40, 41 are custom-made, non-returnable/non-exchangeable) ⊿ Material: Imported calfskin upper ⊿ Material: Leather lining ⊿ Material: Original mold opening EVE foam sole (very lightweight)",published,http://localhost:8000/images/imports/VALENTINO%20%C2%B2%E2%81%B0%C2%B2%C2%B9%20Daigou%20Level/13409873997181179.jpg,,,,,,,,,,,,TRUE,,,One Size,,,FALSE,TRUE,,,,,,,,,,,Size,One Size,http://localhost:8000/images/imports/VALENTINO%20%C2%B2%E2%81%B0%C2%B2%C2%B9%20Daigou%20Level/13409873997181179.jpg,http://localhost:8000/images/imports/VALENTINO%20%C2%B2%E2%81%B0%C2%B2%C2%B9%20Daigou%20Level/13409874002833059.jpg
,christian-louboutin-cl-red-sole-shoes-early-spring-collection,Christian Louboutin CL Red Sole Shoes Early Spring Collection,,"$119 Women's Shoes, Women's Clothing Christian Louboutin (CL) Red Sole Shoes Early Spring Collection. A must-have high heel for every goddess, available in 5 heel heights! Developed from an original tear-down, produced with original craftsmanship, and perfected after 3 months of continuous adjustment for a flawless release. The stable, comfortable high heels make it easy for every goddess to wear; the lines look incredibly sexy on the foot and are suitable for various occasions. Comes with original packaging! Upper Imported suede, patent leather, cowhide + special materials (other materials and colors can be custom-made with a picture). Lining & Insole Imported sheepskin! Outsole Italian red high-gloss genuine leather outsole. Heel Height 10cm. Sizes 35－39 (344041 can be custom-made).",published,http://localhost:8000/images/imports/Christian%20Louboutin%20CL%20Red%20Sole%20Shoes%20Early%20Spring%20Collection/13409873110633015.jpg,,,,,,,,,,,,TRUE,,,One Size,,,FALSE,TRUE,,,,,,,,,,,Size,One Size,http://localhost:8000/images/imports/Christian%20Louboutin%20CL%20Red%20Sole%20Shoes%20Early%20Spring%20Collection/13409873110633015.jpg,http://localhost:8000/images/imports/Christian%20Louboutin%20CL%20Red%20Sole%20Shoes%20Early%20Spring%20Collection/13409873116069007.jpg
,2025-early-spring-new-style-trendy-hot-item-fashionable-square-frame-sunglasses-high-quality-comfortable-to-wear-internet-celebrity-trendy-shades-women-s-high-definition-sunglasses,"2025 early spring new style, trendy hot item, fashionable square-frame sunglasses, high quality, comfortable to wear, internet celebrity trendy shades, women's high-definition sunglasses",,,published,http://localhost:8000/images/imports/%2451%20%E3%80%90Fendi%E3%80%912025%20early%20spring%20new%20style%2C%20trendy%20hot%20item%2C%20fashionable%20square-frame%20sunglasses%2C%20high%20quality%2C%20comfortable%20to%20wear%2C%20internet%20celebrity%20trendy%20shades%2C%20women's%20high-definition%20sunglasses%20/13409872858013286.jpg,,,,,,,,,,,,TRUE,,,One Size,,,FALSE,TRUE,,,,,,,,,,51,Size,One Size,http://localhost:8000/images/imports/%2451%20%E3%80%90Fendi%E3%80%912025%20early%20spring%20new%20style%2C%20trendy%20hot%20item%2C%20fashionable%20square-frame%20sunglasses%2C%20high%20quality%2C%20comfortable%20to%20wear%2C%20internet%20celebrity%20trendy%20shades%2C%20women's%20high-definition%20sunglasses%20/13409872858013286.jpg,http://localhost:8000/images/imports/%2451%20%E3%80%90Fendi%E3%80%912025%20early%20spring%20new%20style%2C%20trendy%20hot%20item%2C%20fashionable%20square-frame%20sunglasses%2C%20high%20quality%2C%20comfortable%20to%20wear%2C%20internet%20celebrity%20trendy%20shades%2C%20women's%20high-definition%20sunglasses%20/13409872863512369.jpg
,chanel-2025-early-spring-new-sunglasses-various-internet-celebrities-are-wearing-them-full-of-presence-playful-and-sweet-the-effect-on-the-face-is-even-better-the-metal-texture-is-excellent-m,"Chanel 2025 early spring new sunglasses. Various internet celebrities are wearing them, full of presence Playful and sweet, the effect on the face is even better. The metal texture is excellent. M",,,published,http://localhost:8000/images/imports/%2453%20Chanel%202025%20early%20spring%20new%20sunglasses.%20Various%20internet%20celebrities%20are%20wearing%20them%2C%20full%20of%20presence%20Playful%20and%20sweet%2C%20the%20effect%20on%20the%20face%20is%20even%20better.%20The%20metal%20texture%20is%20excellent.%20M/13409872469815521.jpg,,,,,,,,,,,,TRUE,,,One Size,,,FALSE,TRUE,,,,,,,,,,53,Size,One Size,http://localhost:8000/images/imports/%2453%20Chanel%202025%20early%20spring%20new%20sunglasses.%20Various%20internet%20celebrities%20are%20wearing%20them%2C%20full%20of%20presence%20Playful%20and%20sweet%2C%20the%20effect%20on%20the%20face%20is%20even%20better.%20The%20metal%20texture%20is%20excellent.%20M/13409872469815521.jpg,http://localhost:8000/images/imports/%2453%20Chanel%202025%20early%20spring%20new%20sunglasses.%20Various%20internet%20celebrities%20are%20wearing%20them%2C%20full%20of%20presence%20Playful%20and%20sweet%2C%20the%20effect%20on%20the%20face%20is%20even%20better.%20The%20metal%20texture%20is%20excellent.%20M/13409872473565211.jpg
,fendi-2025-new-style-absolutely-gorgeous-f-diamond-metal-square-frameless-sunglasses-sun-protection-slimming-effect-anti-uv-unisex-fe4082us,"Fendi 2025 New Style, Absolutely Gorgeous F Diamond, Metal Square Frameless Sunglasses, Sun Protection, Slimming Effect, Anti-UV, Unisex. FE4082US",,,published,http://localhost:8000/images/imports/%2454%20Fendi%202025%20New%20Style%2C%20Absolutely%20Gorgeous%20F%20Diamond%2C%20Metal%20Square%20Frameless%20Sunglasses%2C%20Sun%20Protection%2C%20Slimming%20Effect%2C%20Anti-UV%2C%20Unisex.%20FE4082US/13409872624823156.jpg,,,,,,,,,,,,TRUE,,,One Size,,,FALSE,TRUE,,,,,,,,,,54,Size,One Size,http://localhost:8000/images/imports/%2454%20Fendi%202025%20New%20Style%2C%20Absolutely%20Gorgeous%20F%20Diamond%2C%20Metal%20Square%20Frameless%20Sunglasses%2C%20Sun%20Protection%2C%20Slimming%20Effect%2C%20Anti-UV%2C%20Unisex.%20FE4082US/13409872624823156.jpg,http://localhost:8000/images/imports/%2454%20Fendi%202025%20New%20Style%2C%20Absolutely%20Gorgeous%20F%20Diamond%2C%20Metal%20Square%20Frameless%20Sunglasses%2C%20Sun%20Protection%2C%20Slimming%20Effect%2C%20Anti-UV%2C%20Unisex.%20FE4082US/13409872652915619.jpg
,cartier-2024-new-frameless-men-s-and-women-s-fashion-anti-blue-light-high-definition-ultra-light-stylish-young-portable-glasses,Cartier 2024 New Frameless Men's and Women's Fashion Anti-Blue Light High-Definition Ultra-light Stylish Young Portable Glasses,,,published,http://localhost:8000/images/imports/%2455%20Cartier%202024%20New%20Frameless%20Men's%20and%20Women's%20Fashion%20Anti-Blue%20Light%20High-Definition%20Ultra-light%20Stylish%20Young%20Portable%20Glasses/13409872147827091.jpg,,,,,,,,,,,,TRUE,,,One Size,,,FALSE,TRUE,,,,,,,,,,55,Size,One Size,http://localhost:8000/images/imports/%2455%20Cartier%202024%20New%20Frameless%20Men's%20and%20Women's%20Fashion%20Anti-Blue%20Light%20High-Definition%20Ultra-light%20Stylish%20Young%20Portable%20Glasses/13409872147827091.jpg,http://localhost:8000/images/imports/%2455%20Cartier%202024%20New%20Frameless%20Men's%20and%20Women's%20Fashion%20Anti-Blue%20Light%20High-Definition%20Ultra-light%20Stylish%20Young%20Portable%20Glasses/13409872181385921.jpg
,lv-large-frame-sunglasses-the-classic-square-frame-design-suits-all-face-shapes-and-looks-very-classy-whether-paired-with-a-coat-or-a-dress-polarized-lenses-prevent-uv-rays-m,LV large-frame sunglasses. The classic square-frame design suits all face shapes and looks very classy whether paired with a coat or a dress. Polarized lenses prevent UV rays. M,,,published,http://localhost:8000/images/imports/%2457%20%E3%80%90TR%20Polarized%20Series%E3%80%91LV%20large-frame%20sunglasses.%20The%20classic%20square-frame%20design%20suits%20all%20face%20shapes%20and%20looks%20very%20classy%20whether%20paired%20with%20a%20coat%20or%20a%20dress.%20Polarized%20lenses%20prevent%20UV%20rays.%20M/13409869987477801.jpg,,,,,,,,,,,,TRUE,,,One Size,,,FALSE,TRUE,,,,,,,,,,57,Size,One Size,http://localhost:8000/images/imports/%2457%20%E3%80%90TR%20Polarized%20Series%E3%80%91LV%20large-frame%20sunglasses.%20The%20classic%20square-frame%20design%20suits%20all%20face%20shapes%20and%20looks%20very%20classy%20whether%20paired%20with%20a%20coat%20or%20a%20dress.%20Polarized%20lenses%20prevent%20UV%20rays.%20M/13409869987477801.jpg,http://localhost:8000/images/imports/%2457%20%E3%80%90TR%20Polarized%20Series%E3%80%91LV%20large-frame%20sunglasses.%20The%20classic%20square-frame%20design%20suits%20all%20face%20shapes%20and%20looks%20very%20classy%20whether%20paired%20with%20a%20coat%20or%20a%20dress.%20Polarized%20lenses%20prevent%20UV%20rays.%20M/13409870005556980.jpg
,salvatore-ferragamo-model-fd8131-size-53-22-145,Salvatore Ferragamo MODEL：FD8131 SIZE：53口22-145,,,published,http://localhost:8000/images/imports/%2458%20Salvatore%20Ferragamo%20MODEL%EF%BC%9AFD8131%20SIZE%EF%BC%9A53%E5%8F%A322-145/13409871729521324.jpg,,,,,,,,,,,,TRUE,,,One Size,,,FALSE,TRUE,,,,,,,,,,58,Size,One Size,http://localhost:8000/images/imports/%2458%20Salvatore%20Ferragamo%20MODEL%EF%BC%9AFD8131%20SIZE%EF%BC%9A53%E5%8F%A322-145/13409871729521324.jpg,http://localhost:8000/images/imports/%2458%20Salvatore%20Ferragamo%20MODEL%EF%BC%9AFD8131%20SIZE%EF%BC%9A53%E5%8F%A322-145/13409871734744459.jpg
,lv-2025-new-style-men-s-and-women-s-couple-s-sunglasses-polygon-design-i-electroplating-never-fades-super-light-and-elastic-the-entire-frame-has-no-screws-and-most-importantly-it-s-unbreakab,"LV 2025 new style men's and women's couple's sunglasses, polygon design. i¥ electroplating never fades, super light and elastic, the entire frame has no screws, and most importantly, it's unbreakab",,,published,http://localhost:8000/images/imports/%2460%20LV%202025%20new%20style%20men's%20and%20women's%20couple's%20sunglasses%2C%20polygon%20design.%20i%C2%A5%20electroplating%20never%20fades%2C%20super%20light%20and%20elastic%2C%20the%20entire%20frame%20has%20no%20screws%2C%20and%20most%20importantly%2C%20it's%20unbreakab/13409870429455327.jpg,,,,,,,,,,,,TRUE,,,One Size,,,FALSE,TRUE,,,,,,,,,,60,Size,One Size,http://localhost:8000/images/imports/%2460%20LV%202025%20new%20style%20men's%20and%20women's%20couple's%20sunglasses%2C%20polygon%20design.%20i%C2%A5%20electroplating%20never%20fades%2C%20super%20light%20and%20elastic%2C%20the%20entire%20frame%20has%20no%20screws%2C%20and%20most%20importantly%2C%20it's%20unbreakab/13409870429455327.jpg,http://localhost:8000/images/imports/%2460%20LV%202025%20new%20style%20men's%20and%20women's%20couple's%20sunglasses%2C%20polygon%20design.%20i%C2%A5%20electroplating%20never%20fades%2C%20super%20light%20and%20elastic%2C%20the%20entire%20frame%20has%20no%20screws%2C%20and%20most%20importantly%2C%20it's%20unbreakab/13409870438524787.jpg
,salvatore-ferragamo-model-sf1092slb-size-52-19-145,Salvatore Ferragamo MODEL：SF1092SLB SIZE：52口19-145,,,published,http://localhost:8000/images/imports/%2469%20Salvatore%20Ferragamo%20MODEL%EF%BC%9ASF1092SLB%20SIZE%EF%BC%9A52%E5%8F%A319-145/13409871480712985.jpg,,,,,,,,,,,,TRUE,,,One Size,,,FALSE,TRUE,,,,,,,,,,69,Size,One Size,http://localhost:8000/images/imports/%2469%20Salvatore%20Ferragamo%20MODEL%EF%BC%9ASF1092SLB%20SIZE%EF%BC%9A52%E5%8F%A319-145/13409871480712985.jpg,http://localhost:8000/images/imports/%2469%20Salvatore%20Ferragamo%20MODEL%EF%BC%9ASF1092SLB%20SIZE%EF%BC%9A52%E5%8F%A319-145/13409871514399841.jpg
