Product Id,Product Handle,Product Title,Product Subtitle,Product Description,Product Status,Product Thumbnail,Product Weight,Product Length,Product Width,Product Height,Product HS Code,Product Origin Country,Product MID Code,Product Material,Product Collection Id,Product Type Id,Product Tag 1,Product Discountable,Product External Id,Variant Id,Variant Title,Variant SKU,Variant Barcode,Variant Allow Backorder,Variant Manage Inventory,Variant Weight,Variant Length,Variant Width,Variant Height,Variant HS Code,Variant Origin Country,Variant MID Code,Variant Material,Variant Price EUR,Variant Price USD,Variant Option 1 Name,Variant Option 1 Value,Product Image 1 Url,Product Image 2 Url
,nike-air-zoom-vomero-18-gtx,Nike Air Zoom Vomero 18 GTX,,"💰$55 Nike Air Zoom Vomero 18 GTXDeveloped ahead of the original shoe with new technology, athletic running shoe.Different from the market's ""real tag"" versions.This is definitely a style strongly promoted by the official side; features genuine Zoom cushioning technology embedded—false claims result in returns. The cushioning outsole includes company synchronization positioning.Item No.: HQ7001 003Sizes: 36 36.5 37.5 38 38.5 39 40 40.5 41 42 42.5 43 44 44.5 45 46Shipping Box Weight (Estimated): 1.2 kgShoe Price (RMB): $170$ (Original) $+ 140$ (Added) $= 310$ RMBPrice (USD): $310 \\text{ RMB} \\times 0.1415508 \\approx \\$43.88$ (Rounded to $44$)Landing Price: $1.2 \\text{ kg} \\times \\$25 + \\$44 = \\$30 + \\$44 = \\$74$ (Rounded to $55$ for the heading)",published,./Nike Air Zoom Vomero 18 GTX/13409876550464293.jpg,,,,,,,,,,,,TRUE,,,One Size,,,FALSE,TRUE,,,,,,,,,,,Size,One Size,./Nike Air Zoom Vomero 18 GTX/13409876550464293.jpg,./Nike Air Zoom Vomero 18 GTX/13409876568589344.jpg
,valentino-daigou-level,VALENTINO    Daigou Level,,"💰$139 ◾️▫️VALENTINO | ²⁰²¹ 💫 Daigou Level 🔍 The new season's Valentino boots are stunningly beautiful, with hardware that highlights a sense of luxury. They look amazing on the foot and make the foot look super slender! The new season lives up to expectations! Worth buying.\n\n\n\n★ Imported calfskin, absolutely high-grade.\n\n\n\n❥ Original production method ❥ Elegant style creates a different feeling 🙈\n\n\n\nSimple and elegant style! ♡ \n\n\n\nSizes: 35-40 (40, 41 are custom-made, non-returnable/non-exchangeable) ⊿▸ Material: Imported calfskin upper ⊿▸ Material: Leather lining ⊿▸ Material: Original mold opening EVE foam sole (very lightweight)",published,./VALENTINO  ²⁰²¹ 💫 Daigou Level/13409873997181179.jpg,,,,,,,,,,,,TRUE,,,One Size,,,FALSE,TRUE,,,,,,,,,,,Size,One Size,./VALENTINO  ²⁰²¹ 💫 Daigou Level/13409873997181179.jpg,./VALENTINO  ²⁰²¹ 💫 Daigou Level/13409874002833059.jpg
,christian-louboutin-cl-red-sole-shoes-early-spring-collection,Christian Louboutin CL Red Sole Shoes Early Spring Collection,,"💰$119 ◾️▫️Women's Shoes, Women's Clothing 🎀Christian Louboutin (CL) Red Sole Shoes Early Spring Collection.\n\n\n\nA must-have high heel for every goddess, available in 5 heel heights! Developed from an original tear-down, produced with original craftsmanship, and perfected after 3 months of continuous adjustment for a flawless release. The stable, comfortable high heels make it easy for every goddess to wear; the lines look incredibly sexy on the foot and are suitable for various occasions. Comes with original packaging! 💞 Upper Imported suede, patent leather, cowhide + special materials (other materials and colors can be custom-made with a picture). 💕 Lining \& Insole Imported sheepskin! 💕 Outsole Italian red high-gloss genuine leather outsole. 💕 Heel Height 10cm. 💕 Sizes 35－39 (344041 can be custom-made).",published,./🎀Christian Louboutin CL Red Sole Shoes Early Spring Collection/13409873110633015.jpg,,,,,,,,,,,,TRUE,,,One Size,,,FALSE,TRUE,,,,,,,,,,,Size,One Size,./🎀Christian Louboutin CL Red Sole Shoes Early Spring Collection/13409873110633015.jpg,./🎀Christian Louboutin CL Red Sole Shoes Early Spring Collection/13409873116069007.jpg
,2025-early-spring-new-style-trendy-hot-item-fashionable-square-frame-sunglasses-high-quality-comfortable-to-wear-internet-celebrity-trendy-shades-women-s-high-definition-sunglasses,"2025 early spring new style, trendy hot item, fashionable square-frame sunglasses, high quality, comfortable to wear, internet celebrity trendy shades, women's high-definition sunglasses 🕶",,,published,"./💰$51 【Fendi】2025 early spring new style, trendy hot item, fashionable square-frame sunglasses, high quality, comfortable to wear, internet celebrity trendy shades, women's high-definition sunglasses 🕶️/13409872858013286.jpg",,,,,,,,,,,,TRUE,,,One Size,,,FALSE,TRUE,,,,,,,,,,51,Size,One Size,"./💰$51 【Fendi】2025 early spring new style, trendy hot item, fashionable square-frame sunglasses, high quality, comfortable to wear, internet celebrity trendy shades, women's high-definition sunglasses 🕶️/13409872858013286.jpg","./💰$51 【Fendi】2025 early spring new style, trendy hot item, fashionable square-frame sunglasses, high quality, comfortable to wear, internet celebrity trendy shades, women's high-definition sunglasses 🕶️/13409872863512369.jpg"
,chanel-2025-early-spring-new-sunglasses-various-internet-celebrities-are-wearing-them-full-of-presence-playful-and-sweet-the-effect-on-the-face-is-even-better-the-metal-texture-is-excellent-m,"Chanel 2025 early spring new sunglasses. Various internet celebrities are wearing them, full of presence Playful and sweet, the effect on the face is even better. The metal texture is excellent. M",,,published,"./💰$53 Chanel 2025 early spring new sunglasses. Various internet celebrities are wearing them, full of presence‼️ Playful and sweet, the effect on the face is even better. The metal texture is excellent. M/13409872469815521.jpg",,,,,,,,,,,,TRUE,,,One Size,,,FALSE,TRUE,,,,,,,,,,53,Size,One Size,"./💰$53 Chanel 2025 early spring new sunglasses. Various internet celebrities are wearing them, full of presence‼️ Playful and sweet, the effect on the face is even better. The metal texture is excellent. M/13409872469815521.jpg","./💰$53 Chanel 2025 early spring new sunglasses. Various internet celebrities are wearing them, full of presence‼️ Playful and sweet, the effect on the face is even better. The metal texture is excellent. M/13409872473565211.jpg"
,fendi-2025-new-style-absolutely-gorgeous-f-diamond-metal-square-frameless-sunglasses-sun-protection-slimming-effect-anti-uv-unisex-fe4082us,"Fendi 2025 New Style, Absolutely Gorgeous F Diamond, Metal Square Frameless Sunglasses, Sun Protection, Slimming Effect, Anti-UV, Unisex. FE4082US",,,published,"./💰$54 Fendi 2025 New Style, Absolutely Gorgeous F Diamond, Metal Square Frameless Sunglasses, Sun Protection, Slimming Effect, Anti-UV, Unisex. FE4082US/13409872624823156.jpg",,,,,,,,,,,,TRUE,,,One Size,,,FALSE,TRUE,,,,,,,,,,54,Size,One Size,"./💰$54 Fendi 2025 New Style, Absolutely Gorgeous F Diamond, Metal Square Frameless Sunglasses, Sun Protection, Slimming Effect, Anti-UV, Unisex. FE4082US/13409872624823156.jpg","./💰$54 Fendi 2025 New Style, Absolutely Gorgeous F Diamond, Metal Square Frameless Sunglasses, Sun Protection, Slimming Effect, Anti-UV, Unisex. FE4082US/13409872652915619.jpg"
,cartier-2024-new-frameless-men-s-and-women-s-fashion-anti-blue-light-high-definition-ultra-light-stylish-young-portable-glasses,Cartier 2024 New Frameless Men's and Women's Fashion Anti-Blue Light High-Definition Ultra-light Stylish Young Portable Glasses,,,published,./💰$55 Cartier 2024 New Frameless Men's and Women's Fashion Anti-Blue Light High-Definition Ultra-light Stylish Young Portable Glasses/13409872147827091.jpg,,,,,,,,,,,,TRUE,,,One Size,,,FALSE,TRUE,,,,,,,,,,55,Size,One Size,./💰$55 Cartier 2024 New Frameless Men's and Women's Fashion Anti-Blue Light High-Definition Ultra-light Stylish Young Portable Glasses/13409872147827091.jpg,./💰$55 Cartier 2024 New Frameless Men's and Women's Fashion Anti-Blue Light High-Definition Ultra-light Stylish Young Portable Glasses/13409872181385921.jpg
,lv-large-frame-sunglasses-the-classic-square-frame-design-suits-all-face-shapes-and-looks-very-classy-whether-paired-with-a-coat-or-a-dress-polarized-lenses-prevent-uv-rays-m,LV large-frame sunglasses. The classic square-frame design suits all face shapes and looks very classy whether paired with a coat or a dress. Polarized lenses prevent UV rays. M,,,published,./💰$57 【TR Polarized Series】LV large-frame sunglasses. The classic square-frame design suits all face shapes and looks very classy whether paired with a coat or a dress. Polarized lenses prevent UV rays. M/13409869987477801.jpg,,,,,,,,,,,,TRUE,,,One Size,,,FALSE,TRUE,,,,,,,,,,57,Size,One Size,./💰$57 【TR Polarized Series】LV large-frame sunglasses. The classic square-frame design suits all face shapes and looks very classy whether paired with a coat or a dress. Polarized lenses prevent UV rays. M/13409869987477801.jpg,./💰$57 【TR Polarized Series】LV large-frame sunglasses. The classic square-frame design suits all face shapes and looks very classy whether paired with a coat or a dress. Polarized lenses prevent UV rays. M/13409870005556980.jpg
,salvatore-ferragamo-model-fd8131-size-53-22-145,Salvatore Ferragamo MODEL：FD8131 SIZE：53口22-145,,,published,./💰$58 Salvatore Ferragamo MODEL：FD8131 SIZE：53口22-145/13409871729521324.jpg,,,,,,,,,,,,TRUE,,,One Size,,,FALSE,TRUE,,,,,,,,,,58,Size,One Size,./💰$58 Salvatore Ferragamo MODEL：FD8131 SIZE：53口22-145/13409871729521324.jpg,./💰$58 Salvatore Ferragamo MODEL：FD8131 SIZE：53口22-145/13409871734744459.jpg
,lv-2025-new-style-men-s-and-women-s-couple-s-sunglasses-polygon-design-i-electroplating-never-fades-super-light-and-elastic-the-entire-frame-has-no-screws-and-most-importantly-it-s-unbreakab,"LV 2025 new style men's and women's couple's sunglasses, polygon design. i¥ electroplating never fades, super light and elastic, the entire frame has no screws, and most importantly, it's unbreakab",,,published,"./💰$60 ♦LV 2025 new style men's and women's couple's sunglasses, polygon design. i¥ electroplating never fades, super light and elastic, the entire frame has no screws, and most importantly, it's unbreakab/13409870429455327.jpg",,,,,,,,,,,,TRUE,,,One Size,,,FALSE,TRUE,,,,,,,,,,60,Size,One Size,"./💰$60 ♦LV 2025 new style men's and women's couple's sunglasses, polygon design. i¥ electroplating never fades, super light and elastic, the entire frame has no screws, and most importantly, it's unbreakab/13409870429455327.jpg","./💰$60 ♦LV 2025 new style men's and women's couple's sunglasses, polygon design. i¥ electroplating never fades, super light and elastic, the entire frame has no screws, and most importantly, it's unbreakab/13409870438524787.jpg"
,salvatore-ferragamo-model-sf1092slb-size-52-19-145,Salvatore Ferragamo MODEL：SF1092SLB SIZE：52口19-145,,,published,./💰$69 ‼️Salvatore Ferragamo 💚💚MODEL：SF1092SLB 💚💚💚SIZE：52口19-145💚💚💚/13409871480712985.jpg,,,,,,,,,,,,TRUE,,,One Size,,,FALSE,TRUE,,,,,,,,,,69,Size,One Size,./💰$69 ‼️Salvatore Ferragamo 💚💚MODEL：SF1092SLB 💚💚💚SIZE：52口19-145💚💚💚/13409871480712985.jpg,./💰$69 ‼️Salvatore Ferragamo 💚💚MODEL：SF1092SLB 💚💚💚SIZE：52口19-145💚💚💚/13409871514399841.jpg
